  -1.6803148955    1.5430959587    1.1903052429
  -0.6659976342   -1.9113513942    1.1903052429
  -3.4604713550   -0.7596090155    0.1403052429
  -3.1664786472   -0.7694199782   -0.9096947571
  -1.4214935384   -0.2570461205   -1.9596947571
   0.0263365324    0.0911827317    2.0516940146
   0.5513365324    1.0005094057    1.7703473625
  -0.4986634676    1.0005094057    1.7703473625
  -0.4986634676   -0.8181439423   -1.8669593334
   0.5513365324   -0.8181439423   -1.8669593334
   0.9307828648    1.9229585089    1.1282322020
  -0.0492171352    1.9229585089    1.1282322020
   2.1381926562    1.0742536132    0.4108224106
   1.8140162325    2.0719660557    0.4108224106
   0.9653113367    2.6885862562    0.4108224106
  -0.0837456072    2.6885862562    0.4108224106
  -0.9324505029    2.0719660557    0.4108224106
   2.4007828648    1.0742536132   -0.5691775894
   2.1381926562    2.0542536132   -0.5691775894
   1.4207828648    2.7716634046   -0.5691775894
   0.4407828648    3.0342536132   -0.5691775894
  -0.5392171352    2.7716634046   -0.5691775894
  -1.2566269266    2.0542536132   -0.5691775894
   2.1381926562    1.0742536132   -1.5491775894
   1.8140162325    2.0719660557   -1.5491775894
   0.9653113367    2.6885862562   -1.5491775894
  -0.0837456072    2.6885862562   -1.5491775894
  -0.9324505029    2.0719660557   -1.5491775894
   1.8140162325    0.0765411707   -1.5491775894
   1.4207828648    1.0742536132   -2.2665873808
   0.9307828648    1.9229585089   -2.2665873808
  -0.0492171352    1.9229585089   -2.2665873808
  -0.5392171352    1.0742536132   -2.2665873808
  -0.0492171352    0.2255487175   -2.2665873808
   0.9307828648    0.2255487175   -2.2665873808
   0.4407828648    1.0742536132   -2.5291775894
   0.8312334779   -0.8470629941    2.4051349658
   1.8112334779   -0.8470629941    2.1425447572
   1.3212334779    0.0016419016    2.1425447572
   0.3412334779    0.0016419016    2.1425447572
  -0.1487665221   -0.8470629941    2.1425447572
   0.3412334779   -1.6957678898    2.1425447572
   1.3212334779   -1.6957678898    2.1425447572
  -0.5419998898   -1.8447754366    1.4251349658
   0.3067050060   -2.4613956371    1.4251349658
   1.3557619499   -2.4613956371    1.4251349658
   2.2044668456   -1.8447754366    1.4251349658
  -0.1487665221   -2.5444727855    0.4451349658
   0.8312334779   -2.8070629941    0.4451349658
   1.8112334779   -2.5444727855    0.4451349658
   0.3067050060   -2.4613956371   -0.5348650342
   1.3557619499   -2.4613956371   -0.5348650342
   0.3412334779   -1.6957678898   -1.2522748256
   1.3212334779   -1.6957678898   -1.2522748256
  -2.8373225896    1.1084314693    1.0893961445
  -1.7609844080    2.1015069003    0.2493961445
  -2.8373225896    1.9117194385    0.2493961445
  -3.5398524437    1.0744769611    0.2493961445
  -3.5398524437   -0.0184654719    0.2493961445
  -1.7609844080    2.1015069003   -0.7889009566
  -2.8373225896    1.9117194385   -0.7889009566
  -3.5398524437    1.0744769611   -0.7889009566
  -3.5398524437   -0.0184654719   -0.7889009566
  -1.7332872542    1.4671542951   -1.6289009566
  -2.8373225896    1.1084314693   -1.6289009566
  -2.8373225896   -0.0524199801   -1.6289009566
  -2.0384351159    0.5280057446   -1.9497524060
  -3.1371620032   -1.7447420373    0.1663747610
  -2.4346321492   -2.5819845147    0.1663747610
  -1.3582939675   -2.7717719765    0.1663747610
  -3.1371620032   -1.7447420373   -0.8719223401
