#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  51
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  51
#! SET periodic_psi true
   -3.141592654   -3.141592654   16.520497620  -51.229216815   22.291594584
   -3.018392942   -3.141592654   10.989749799  -38.291191254   21.752566483
   -2.895193230   -3.141592654    7.103359164  -24.921199374   20.697974195
   -2.771993518   -3.141592654    4.788223966  -12.982368978   19.737652531
   -2.648793806   -3.141592654    3.812424616   -3.216064085   19.332458092
   -2.525594094   -3.141592654    3.908581384    4.420102442   19.615175519
   -2.402394382   -3.141592654    4.819639176   10.015902300   20.398428669
   -2.279194670   -3.141592654    6.284539771   13.334581098   21.367462646
   -2.155994958   -3.141592654    8.006299183   14.156594086   22.257842894
   -2.032795246   -3.141592654    9.684132721   12.700641499   22.926503132
   -1.909595535   -3.141592654   11.082644763    9.778524114   23.345798117
   -1.786395823   -3.141592654   12.097511363    6.687974661   23.611679307
   -1.663196111   -3.141592654   12.799481259    4.924209795   24.029892120
   -1.539996399   -3.141592654   13.444408233    6.016639950   25.115971864
   -1.416796687   -3.141592654   14.461939104   11.126641625   27.463277613
   -1.293596975   -3.141592654   16.384408396   20.700672783   31.440873728
   -1.170397263   -3.141592654   19.731243581   34.012458789   36.872462689
   -1.047197551   -3.141592654   24.851375684   49.030013052   42.939021578
   -0.923997839   -3.141592654   31.775859268   62.780103358   48.321524675
   -0.800798127   -3.141592654   40.152093015   72.160973164   51.638414106
   -0.677598415   -3.141592654   49.297284566   75.053995257   51.857572999
   -0.554398704   -3.141592654   58.366459686   70.989641712   48.619794533
   -0.431198992   -3.141592654   66.555792041   61.024382905   42.275952615
   -0.307999280   -3.141592654   73.243496449   46.911942000   33.671851448
   -0.184799568   -3.141592654   78.015092488   30.122002799   23.801280336
   -0.061599856   -3.141592654   80.600015895   11.494013706   13.495176495
    0.061599856   -3.141592654   80.801040318   -8.521605554    3.297619100
    0.184799568   -3.141592654   78.487158965  -29.108367807   -6.404641433
    0.307999280   -3.141592654   73.689132416  -48.454194536  -15.160277886
    0.431198992   -3.141592654   66.733753060  -63.556283500  -22.245986800
    0.554398704   -3.141592654   58.353709439  -71.042875114  -26.770444255
    0.677598415   -3.141592654   49.650571872  -68.530261306  -28.034381034
    0.800798127   -3.141592654   41.893511055  -55.851784168  -25.960371879
    0.923997839   -3.141592654   36.214839565  -35.364139786  -21.315302961
    1.047197551   -3.141592654   33.333181871  -11.198251338  -15.511249953
    1.170397263   -3.141592654   33.417085028   12.066561405  -10.076981652
    1.293596975   -3.141592654   36.115311663   30.758053253   -6.057051892
    1.416796687   -3.141592654   40.720220877   42.831951348   -3.700115140
    1.539996399   -3.141592654   46.376804042   47.871989493   -2.545580902
    1.663196111   -3.141592654   52.249432685   46.484504667   -1.814235874
    1.786395823   -3.141592654   57.601635289   39.583910519   -0.840144657
    1.909595535   -3.141592654   61.810879134   28.066159893    0.687170287
    2.032795246   -3.141592654   64.370998322   12.989347256    2.737491310
    2.155994958   -3.141592654   64.931562266   -4.132984555    5.114845927
    2.279194670   -3.141592654   63.351010149  -21.465057330    7.642654289
    2.402394382   -3.141592654   59.713037263  -37.324681331   10.242749127
    2.525594094   -3.141592654   54.274587492  -50.513477694   12.913399193
    2.648793806   -3.141592654   47.413927726  -60.285799372   15.629347210
    2.771993518   -3.141592654   39.598556483  -65.867233278   18.241767249
    2.895193230   -3.141592654   31.400352136  -66.329165398   20.450808892
    3.018392942   -3.141592654   23.488266428  -61.226743079   21.883206712

   -3.141592654   -3.018392942   19.562441228  -51.340185344   26.503444193
   -3.018392942   -3.018392942   13.964118740  -39.202600607   25.982377443
   -2.895193230   -3.018392942    9.945103139  -26.048547836   24.940679570
