#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  158
#! SET periodic_phi true
   -3.141592654  105.593423458   46.655106332
   -3.101825658  107.387880136   43.339946318
   -3.062058662  109.043951524   39.828757136
   -3.022291667  110.561160747   36.220370995
   -2.982524671  111.933560847   32.589068315
   -2.942757676  113.160059444   28.927277242
   -2.902990680  114.242197157   25.273423019
   -2.863223684  115.177630468   21.672777130
   -2.823456689  115.969686133   18.148541908
   -2.783689693  116.623471133   14.748862858
   -2.743922697  117.146548279   11.489833757
   -2.704155702  117.544837914    8.431350615
   -2.664388706  117.826871385    5.578504380
   -2.624621711  117.997499452    2.950228256
   -2.584854715  118.068372623    0.585996185
   -2.545087719  118.058250045   -1.461055132
   -2.505320724  117.968280075   -3.206515371
   -2.465553728  117.812884265   -4.651296370
   -2.425786733  117.612155423   -5.754323012
   -2.386019737  117.372435351   -6.531259537
   -2.346252741  117.105785916   -6.983885502
   -2.306485746  116.830727161   -7.088043049
   -2.266718750  116.554051671   -6.903681190
   -2.226951754  116.294321665   -6.389783833
   -2.187184759  116.060915986   -5.606399910
   -2.147417763  115.863894856   -4.577836171
   -2.107650768  115.705816093   -3.356898488
   -2.067883772  115.599116227   -1.979577932
   -2.028116776  115.551092885   -0.475468991
   -1.988349781  115.566907480    1.080477177
   -1.948582785  115.639552310    2.652775293
   -1.908815790  115.776494880    4.161328856
   -1.869048794  115.970299504    5.564815838
   -1.829281798  116.214828056    6.810452133
   -1.789514803  116.511841089    7.853932728
   -1.749747807  116.835183410    8.640539469
   -1.709980811  117.186595276    9.099124461
   -1.670213816  117.548854072    9.229143669
   -1.630446820  117.909920186    9.004623955
   -1.590679825  118.256227510    8.388001513
   -1.550912829  118.567977925    7.396914502
   -1.511145833  118.832753218    6.043595090
   -1.471378838  119.040410674    4.327448425
   -1.431611842  119.171140527    2.269799074
   -1.391844847  119.213286882   -0.084355425
   -1.352077851  119.154120207   -2.747364664
   -1.312310855  118.989714149   -5.613521010
   -1.272543860  118.704012700   -8.644780758
   -1.232776864  118.292584179  -11.788273934
   -1.193009868  117.758023295  -15.007105184
   -1.153242873  117.095502158  -18.213249216
   -1.113475877  116.302812942  -21.366294628
   -1.073708882  115.391708769  -24.432308067
   -1.033941886  114.361610830  -27.301955551
   -0.994174890  113.225833721  -29.976086595
   -0.954407895  111.978666375  -32.416341977
   -0.914640899  110.646004432  -34.554948514
   -0.874873904  109.231207930  -36.404718678
   -0.835106908  107.748024048  -37.954927349
   -0.795339912  106.216746251  -39.115275895
   -0.755572917  104.644271648  -39.907926329
   -0.715805921  103.055708819  -40.309965064
   -0.676038925  101.452349952  -40.306377206
   -0.636271930   99.856728514  -39.994377655
   -0.596504934   98.278240062  -39.277018709
   -0.556737939   96.738052697  -38.246976349
   -0.516970943   95.241856644  -36.864658548
   -0.477203947   93.817230431  -35.153316552
   -0.437436952   92.460703647  -33.154062534
   -0.397669956   91.191862979  -30.857006709
   -0.357902961   90.017772358  -28.295699070
   -0.318135965   88.945511040  -25.500298195
   -0.278368969   87.989470813  -22.500345007
   -0.238601974   87.158048415  -19.280364701
   -0.198834978   86.460591268  -15.885938054
